2.2,0,1.42,0.9021656,0,0,1
3.8,0.25,0.59,0.66,0.1,0.1,0.8
7.8,1.57,0.5,0.5,0.1,0.1,0.8
2.4,0.9021656,0.27419392,0.1,0.1,0.1,0.8
0,0.83,0.37,1.2,0.9,0.1,0
1.5,0.83,0.7,0.46,0.9,0.1,0
0.78,2.3,0.73,0.31,0.9,0.1,0
2.04,2.4,1.34,0.18,0.9,0.1,0
3.75,1.2,1.03,0.51,0.9,0.1,0
4.7,0.06,1.06,0.35,0.9,0.1,0
7.3,0.92,0.99,0.21,0.9,0.1,0
5.15,1.4,3.15,1.74,0.25,0.75,0
2.58,2.51,1.52,1.36,0.25,0.75,0
5.76,0,2.54,1.1,0.25,0.75,0
0,0.83,1.65,1.75,0.25,0.75,0
